"日付","始値","高値","安値","終値","前日比","出来高","売買代金","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","75DMA","100DMA","200DMA","5DVMA","25DVMA","75DVMA"
"2017/06/09","34,250.0","34,970.0","34,100.0","34820.0","+840.0","3,173,000","109,764,762","137,400","117,900","0.86","0.00","-","34,450.00","31,844.20","27,775.00","26,672.60","26,102.15","3,306,900","2,839,464","2,480,425"
"2017/06/08","34,490.0","34,760.0","33,940.0","33980.0","-270.0","2,629,600","90,251,491","113,300","106,800","0.94","0.00","-","34,194.00","31,585.60","27,618.67","26,556.40","26,036.65","3,403,200","2,771,288","2,448,892"
"2017/06/07","35,070.0","35,070.0","34,080.0","34250.0","-380.0","3,027,600","104,324,389","120,100","138,200","1.15","-","-","34,030.00","31,359.00","27,477.00","26,454.10","25,977.08","3,329,540","2,754,896","2,432,241"
"2017/06/06","34,940.0","35,330.0","33,880.0","34630.0","+60.0","4,438,200","153,959,616","147,100","136,700","0.93","0.00","-","33,910.00","31,110.80","27,328.60","26,363.60","25,915.83","3,309,220","2,859,440","2,409,272"
"2017/06/05","33,500.0","34,590.0","33,420.0","34570.0","+1,030.0","3,266,100","111,654,184","177,600","118,400","0.67","0.00","-","33,786.00","30,824.20","27,169.40","26,268.75","25,856.58","3,062,780","2,759,000","2,373,052"
"2017/06/02","33,220.0","33,810.0","32,670.0","33540.0","+380.0","3,654,500","121,769,127","167,300","120,200","0.72","0.00","-","33,662.00","30,546.20","27,018.60","26,166.75","25,797.98","3,648,680","2,708,688","2,342,973"
"2017/06/01","33,440.0","33,600.0","33,010.0","33160.0","-490.0","2,261,300","75,221,903","182,600","95,100","0.52","0.00","-","33,656.00","30,323.00","26,886.80","26,071.85","25,736.68","3,979,640","2,681,396","2,305,304"
"2017/05/31","33,900.0","34,200.0","33,350.0","33650.0","-360.0","2,926,000","98,719,705","203,500","88,600","0.44","0.00","-","33,378.00","30,091.40","26,759.93","25,981.10","25,674.45","4,068,260","2,670,304","2,292,741"
"2017/05/30","34,100.0","34,450.0","33,610.0","34010.0","+60.0","3,206,000","109,204,636","202,800","98,700","0.49","0.00","-","33,024.00","29,825.60","26,623.33","25,889.40","25,612.33","4,099,040","2,633,900","2,275,130"
"2017/05/29","33,250.0","34,610.0","32,900.0","33950.0","+440.0","6,195,600","209,412,562","226,200","114,300","0.51","0.00","-","32,398.00","29,537.80","26,480.00","25,794.70","25,547.60","3,806,420","2,610,464","2,251,113"
"2017/05/26","32,070.0","33,510.0","31,850.0","33510.0","+1,740.0","5,309,300","174,255,346","311,300","60,000","0.19","0.45","-","31,706.00","29,266.20","26,337.07","25,699.25","25,482.88","2,792,600","2,482,908","2,184,638"
"2017/05/25","31,990.0","32,300.0","31,620.0","31770.0","-110.0","2,704,400","86,351,743","214,700","128,200","0.60","0.00","-","31,064.00","28,994.40","26,206.73","25,607.60","25,420.15","2,025,120","2,356,920","2,135,090"
"2017/05/24","31,000.0","31,900.0","30,970.0","31880.0","+1,000.0","3,079,900","97,183,381","244,000","41,900","0.17","0.55","-","30,796.00","28,783.80","26,102.40","25,535.45","25,368.83","1,903,200","2,339,412","2,148,342"
"2017/05/23","30,550.0","30,890.0","30,460.0","30880.0","+390.0","1,742,900","53,486,976","153,000","82,000","0.54","0.00","-","30,518.00","28,539.00","25,977.60","25,462.20","25,314.83","1,813,560","2,316,564","2,128,937"
"2017/05/22","30,470.0","30,550.0","30,230.0","30490.0","+190.0","1,126,500","34,267,818","125,000","42,700","0.34","0.00","-","30,340.00","28,313.40","25,867.53","25,389.35","25,271.95","1,985,100","2,302,124","2,146,800"
"2017/05/19","30,650.0","30,700.0","30,190.0","30300.0","-130.0","1,471,900","44,788,276","108,900","58,200","0.53","0.00","-","30,189.00","28,118.20","25,769.27","25,329.75","25,237.45","2,302,800","2,308,948","2,149,782"
"2017/05/18","30,030.0","30,580.0","30,010.0","30430.0","-60.0","2,094,800","63,489,552","120,500","114,100","0.95","0.00","-","30,025.00","27,934.80","25,679.47","25,274.90","25,202.05","2,283,320","2,296,848","2,139,740"
"2017/05/17","29,950.0","30,680.0","29,905.0","30490.0","+500.0","2,631,700","79,998,709","173,600","94,500","0.54","0.00","-","29,848.00","27,748.60","25,586.93","25,216.00","25,191.00","2,240,280","2,277,184","2,122,956"
"2017/05/16","29,885.0","30,260.0","29,835.0","29990.0","+255.0","2,600,600","78,060,366","114,700","36,500","0.32","0.00","-","29,650.00","27,559.60","25,494.67","25,175.15","25,178.55","2,236,680","2,284,144","2,107,244"
"2017/05/15","29,170.0","30,140.0","28,965.0","29735.0","+255.0","2,715,000","80,379,049","99,400","51,200","0.52","0.00","-","29,399.00","27,414.80","25,409.40","25,151.00","25,167.43","2,000,020","2,268,184","2,088,477"
"2017/05/12","29,550.0","29,760.0","29,300.0","29480.0","-65.0","1,374,500","40,529,946","94,000","41,500","0.44","0.00","-","29,214.00","27,269.00","25,323.13","25,133.40","25,177.60","2,146,340","2,238,404","2,067,034"
"2017/05/11","29,500.0","29,710.0","29,390.0","29545.0","+45.0","1,879,600","55,509,335","96,800","121,900","1.26","-","-","28,989.00","27,132.00","25,243.53","25,121.35","25,169.10","2,165,160","2,283,108","2,064,818"
"2017/05/10","28,955.0","29,500.0","28,640.0","29500.0","+765.0","2,613,700","76,077,255","95,100","41,300","0.43","0.00","-","28,743.00","27,020.40","25,164.67","25,119.90","25,147.88","2,233,200","2,287,616","2,067,656"
"2017/05/09","28,700.0","28,975.0","28,650.0","28735.0","-75.0","1,417,300","40,850,457","77,600","44,900","0.58","0.00","-","28,452.00","26,873.80","25,088.67","25,117.45","25,109.53","2,838,700","2,270,320","2,080,912"
"2017/05/08","28,980.0","29,365.0","28,730.0","28810.0","+455.0","3,446,600","100,009,353","79,600","131,200","1.65","-","-","28,198.00","26,764.20","25,018.40","25,112.35","25,080.05","2,940,680","2,289,312","2,099,750"
"2017/05/02","28,300.0","28,460.0","28,135.0","28355.0","+40.0","1,468,600","41,613,018","93,600","45,800","0.49","0.00","-","27,960.00","26,678.60","24,948.73","25,104.05","25,037.30","2,653,020","2,219,448","2,096,626"
"2017/05/01","28,400.0","28,460.0","28,220.0","28315.0","+270.0","2,219,800","62,922,763","94,200","155,300","1.65","-","-","27,881.00","26,609.80","24,880.00","25,099.15","24,976.88","2,953,740","2,246,916","2,126,053"
"2017/04/28","27,000.0","28,260.0","26,915.0","28045.0","+580.0","5,641,200","157,531,325","97,000","54,300","0.56","0.00","-","27,692.00","26,552.60","24,819.13","25,086.70","24,909.98","2,906,580","2,228,136","2,197,645"
"2017/04/27","27,800.0","27,800.0","27,270.0","27465.0","-155.0","1,927,200","53,038,937","64,600","72,300","1.12","-","-","27,484.00","26,505.20","24,781.20","25,076.70","24,841.65","2,181,520","2,099,900","2,156,853"
"2017/04/26","28,020.0","28,020.0","27,510.0","27620.0","-340.0","2,008,300","55,612,104","65,900","101,500","1.54","-","-","27,354.00","26,479.80","24,750.27","25,081.45","24,776.78","2,320,100","2,267,808","2,174,149"
"2017/04/25","27,645.0","28,015.0","27,570.0","27960.0","+590.0","2,972,200","82,681,929","74,600","46,700","0.63","0.00","-","27,262.00","26,471.20","24,706.93","25,083.00","24,712.73","2,519,780","2,433,232","2,170,384"
"2017/04/24","27,300.0","27,515.0","27,150.0","27370.0","+365.0","1,984,000","54,331,536","70,000","57,900","0.83","0.00","-","27,013.00","26,403.40","24,654.80","25,083.30","24,646.23","2,357,260","2,482,768","2,150,001"
"2017/04/21","27,180.0","27,345.0","26,910.0","27005.0","+190.0","2,015,900","54,670,592","69,900","72,700","1.04","-","-","26,840.00","26,331.80","24,611.00","25,089.30","24,582.30","2,413,800","2,506,172","2,157,497"
"2017/04/20","27,305.0","27,555.0","26,800.0","26815.0","-345.0","2,620,100","71,236,852","67,000","69,500","1.04","-","-","26,591.00","26,257.80","24,577.33","25,097.90","24,519.65","2,512,360","2,475,436","2,149,786"
"2017/04/19","26,865.0","27,375.0","26,780.0","27160.0","+445.0","3,006,700","81,373,076","70,500","46,300","0.66","0.00","-","26,276.00","26,184.60","24,547.00","25,106.10","24,454.75","2,264,720","2,415,360","2,130,846"
"2017/04/18","26,720.0","26,900.0","26,415.0","26715.0","+210.0","2,159,600","57,638,226","62,800","52,900","0.84","0.00","-","25,966.00","26,093.80","24,510.27","25,113.05","24,388.28","1,922,800","2,337,436","2,105,361"
"2017/04/17","26,025.0","26,660.0","26,025.0","26505.0","+745.0","2,266,700","59,912,886","61,900","76,500","1.24","-","-","25,766.00","26,025.20","24,478.67","25,122.40","24,323.70","1,724,760","2,307,976","2,094,062"
"2017/04/14","25,280.0","26,240.0","25,260.0","25760.0","+520.0","2,508,700","64,875,017","53,700","67,900","1.26","-","-","25,620.00","25,954.40","24,452.67","25,125.50","24,265.80","1,592,060","2,306,436","2,094,716"
"2017/04/13","25,420.0","25,675.0","25,120.0","25240.0","-370.0","1,381,900","34,985,900","39,200","76,000","1.94","-","-","25,621.00","25,910.40","24,436.60","25,128.40","24,211.38","1,651,460","2,291,660","2,092,784"
"2017/04/12","25,300.0","25,675.0","25,300.0","25610.0","-105.0","1,297,100","33,101,688","41,100","71,300","1.73","-","-","25,847.00","25,893.80","24,414.67","25,131.50","24,160.63","1,815,400","2,388,696","2,119,166"
"2017/04/11","25,705.0","25,875.0","25,480.0","25715.0","-60.0","1,169,400","30,010,992","35,400","79,500","2.25","-","-","25,943.00","25,857.00","24,400.27","25,124.00","24,107.43","1,950,080","2,478,060","2,131,404"
"2017/04/10","25,630.0","26,030.0","25,440.0","25775.0","+10.0","1,603,200","41,363,804","35,000","80,800","2.31","-","-","26,011.00","25,798.00","24,388.27","25,115.25","24,052.28","2,214,620","2,569,680","2,169,913"
"2017/04/07","26,370.0","26,370.0","25,395.0","25765.0","-605.0","2,805,700","72,400,623","34,700","97,700","2.82","-","-","26,207.00","25,715.40","24,371.80","25,098.50","23,996.65","2,292,440","2,698,920","2,223,600"
"2017/04/06","26,090.0","26,530.0","26,010.0","26370.0","+280.0","2,201,600","57,920,332","45,400","65,900","1.45","-","-","26,221.00","25,599.80","24,380.33","25,084.95","23,943.10","2,167,560","2,668,216","2,257,609"
"2017/04/05","26,055.0","26,430.0","25,635.0","26090.0","+35.0","1,970,500","51,253,714","43,000","81,300","1.89","-","-","26,146.00","25,476.40","24,396.40","25,050.40","23,887.38","2,105,660","2,628,588","2,269,464"
"2017/04/04","26,820.0","26,980.0","25,890.0","26055.0","-700.0","2,492,100","65,527,974","43,100","82,900","1.92","-","-","26,262.00","25,372.80","24,421.53","25,033.70","23,833.70","2,051,560","2,593,352","2,267,004"
"2017/04/03","25,965.0","26,785.0","25,930.0","26755.0","+920.0","1,992,300","52,657,343","51,600","65,100","1.26","-","-","26,378.00","25,277.80","24,451.13","25,018.50","23,783.75","1,984,200","2,534,168","2,274,369"
"2017/03/31","25,965.0","26,385.0","25,640.0","25835.0","-160.0","2,181,300","56,804,643","49,300","85,900","1.74","-","-","26,404.00","25,156.20","24,486.40","24,994.95","23,731.40","1,935,800","2,526,096","2,296,884"
"2017/03/30","26,680.0","26,755.0","25,975.0","25995.0","-675.0","1,892,100","49,623,471","49,900","91,500","1.83","-","-","26,609.00","25,051.00","24,532.00","24,990.55","23,683.78","1,986,600","2,466,228","2,323,609"
"2017/03/29","26,500.0","26,840.0","26,325.0","26670.0","+35.0","1,700,000","45,261,938","55,200","83,400","1.51","-","-","26,776.00","24,943.60","24,561.73","24,985.05","23,635.03","2,833,160","2,425,272","2,317,889"
"2017/03/28","26,885.0","26,895.0","26,300.0","26635.0","-250.0","2,155,300","57,197,062","54,000","217,800","4.03","-","-","26,923.00","24,802.20","24,579.20","24,972.75","23,580.90","3,721,940","2,382,364","2,319,625"
"2017/03/27","26,920.0","27,170.0","26,735.0","26885.0","+25.0","1,750,300","47,148,945","55,600","84,200","1.51","-","-","26,849.00","24,660.60","24,595.60","24,962.30","23,526.83","4,133,000","2,328,472","2,313,545"
"2017/03/24","26,835.0","27,220.0","26,580.0","26860.0","+30.0","2,435,300","65,353,805","52,300","75,800","1.45","-","-","26,588.00","24,519.40","24,598.07","24,942.30","23,470.88","4,296,760","2,313,692","2,308,169"
"2017/03/23","27,695.0","28,070.0","26,515.0","26830.0","-575.0","6,124,900","166,762,397","62,000","79,700","1.29","-","-","26,247.00","24,369.80","24,600.53","24,918.90","23,416.85","4,059,200","2,268,476","2,306,904"
"2017/03/22","26,140.0","27,645.0","26,130.0","27405.0","+1,140.0","6,143,900","165,618,898","56,300","57,200","1.02","-","-","25,878.00","24,204.20","24,615.33","24,897.45","23,364.95","3,057,860","2,092,348","2,246,586"
"2017/03/21","26,250.0","26,555.0","25,890.0","26265.0","+685.0","4,210,600","110,565,487","36,400","111,400","3.06","-","-","25,375.00","24,038.40","24,620.27","24,863.10","23,307.93","2,040,800","1,887,000","2,188,657"
"2017/03/17","25,055.0","25,635.0","24,845.0","25580.0","+425.0","2,569,100","64,800,243","22,900","80,200","3.50","-","-","25,122.00","23,934.00","24,643.27","24,852.30","23,255.90","1,483,300","1,751,748","2,148,040"
"2017/03/16","24,945.0","25,195.0","24,935.0","25155.0","+170.0","1,247,500","31,293,782","29,100","79,100","2.72","-","-","24,953.00","23,856.60","24,675.13","24,866.00","23,207.35","1,415,120","1,701,748","2,136,032"
"2017/03/15","24,840.0","25,030.0","24,840.0","24985.0","+95.0","1,118,200","27,916,318","31,400","85,800","2.73","-","-","24,854.00","23,786.60","24,711.27","24,875.25","23,161.33","1,593,480","1,716,056","2,141,621"
"2017/03/14","25,000.0","25,070.0","24,830.0","24890.0","-110.0","1,058,600","26,389,904","29,700","86,100","2.90","-","-","24,822.00","23,717.60","24,746.60","24,887.55","23,115.33","2,131,400","1,727,516","2,162,869"
"2017/03/13","24,710.0","25,010.0","24,480.0","25000.0","+265.0","1,423,100","35,250,412","30,100","83,700","2.78","-","-","24,782.00","23,651.20","24,786.13","24,898.00","23,071.73","2,625,920","1,733,572","2,178,489"
"2017/03/10","24,660.0","25,040.0","24,620.0","24735.0","+75.0","2,228,200","55,355,391","32,100","88,400","2.75","-","-","24,630.00","23,600.60","24,821.47","24,909.70","23,028.55","3,033,280","1,740,376","2,198,458"
"2017/03/09","25,000.0","25,045.0","24,540.0","24660.0","-165.0","2,139,300","53,232,404","37,500","94,700","2.53","-","-","24,425.00","23,569.00","24,849.20","24,923.10","22,986.58","3,554,480","1,799,180","2,204,006"
"2017/03/08","25,210.0","25,320.0","24,710.0","24825.0","+135.0","3,807,800","95,252,216","51,600","88,600","1.72","-","-","24,068.00","23,483.40","24,867.73","24,935.15","22,943.93","3,534,240","1,778,588","2,200,326"
"2017/03/07","24,540.0","24,920.0","24,375.0","24690.0","+450.0","3,531,200","87,425,034","45,100","93,300","2.07","-","-","23,760.00","23,395.40","24,877.40","24,949.75","22,899.83","3,014,860","1,749,580","2,192,452"
"2017/03/06","23,980.0","24,515.0","23,865.0","24240.0","+530.0","3,459,900","83,983,499","46,700","102,400","2.19","-","-","23,522.00","23,332.60","24,879.67","24,969.75","22,854.40","2,526,540","1,662,340","2,160,610"
"2017/03/03","22,970.0","23,830.0","22,940.0","23710.0","+835.0","4,834,200","113,912,365","25,500","111,300","4.36","-","-","23,410.00","23,305.60","24,887.67","24,991.00","22,809.95","2,037,060","1,552,692","2,136,622"
"2017/03/02","23,445.0","23,450.0","22,835.0","22875.0","-410.0","2,038,100","46,907,769","16,600","174,400","10.51","-","-","23,411.00","23,296.80","24,892.87","25,021.70","22,769.23","1,428,320","1,392,764","2,089,988"
"2017/03/01","23,505.0","23,520.0","23,230.0","23285.0","-215.0","1,210,900","28,271,632","16,800","149,900","8.92","-","-","23,477.00","23,324.60","24,913.33","25,054.65","22,730.85","1,157,620","1,369,372","2,095,173"
"2017/02/28","23,795.0","23,825.0","23,485.0","23500.0","-180.0","1,089,600","25,757,168","18,200","141,000","7.75","-","-","23,482.00","23,337.00","24,908.40","25,086.25","22,690.28","1,089,080","1,368,660","2,135,480"
"2017/02/27","23,495.0","23,875.0","23,490.0","23680.0","-35.0","1,012,500","23,971,793","10,900","137,800","12.64","-","-","23,409.00","23,327.60","24,920.67","25,117.30","22,648.88","996,620","1,369,348","2,134,704"
"2017/02/24","23,215.0","23,800.0","23,130.0","23715.0","+510.0","1,790,500","42,194,111","13,100","134,400","10.26","-","-","23,292.00","23,320.80","24,932.07","25,151.90","22,605.43","955,720","1,377,180","2,137,629"
"2017/02/23","23,220.0","23,255.0","23,060.0","23205.0","-105.0","684,600","15,851,527","13,300","147,300","11.08","-","-","23,220.00","23,317.40","24,941.20","25,186.05","22,561.53","873,780","1,389,256","2,142,484"
"2017/02/22","23,170.0","23,310.0","23,010.0","23310.0","+175.0","868,200","20,116,613","11,500","139,700","12.15","-","-","23,203.00","23,341.20","24,970.40","25,224.35","22,521.28","997,840","1,506,188","2,159,665"
"2017/02/21","23,120.0","23,285.0","23,030.0","23135.0","+40.0","627,300","14,503,712","16,600","146,800","8.84","-","-","23,079.00","23,347.40","24,998.87","25,258.00","22,487.33","1,168,540","1,584,668","2,166,098"
"2017/02/20","23,155.0","23,205.0","22,895.0","23095.0","-260.0","808,000","18,629,845","14,500","143,900","9.92","-","-","23,104.00","23,365.40","25,029.60","25,297.70","22,454.98","1,245,120","1,688,068","2,186,694"
"2017/02/17","23,060.0","23,420.0","22,875.0","23355.0","+235.0","1,380,800","32,102,188","11,800","137,400","11.64","-","-","23,216.00","23,369.60","25,062.87","25,336.70","22,423.95","1,249,380","1,802,772","2,218,828"
"2017/02/16","22,770.0","23,150.0","22,745.0","23120.0","+430.0","1,304,900","29,989,227","11,500","141,800","12.33","-","-","23,274.00","23,385.40","25,083.27","25,376.30","22,392.88","1,237,040","2,051,108","2,278,277"
"2017/02/15","23,365.0","23,480.0","22,680.0","22690.0","-570.0","1,721,700","39,568,826","14,400","156,500","10.87","-","-","23,331.00","23,468.60","25,101.93","25,415.75","22,364.58","1,297,100","2,102,184","2,292,230"
"2017/02/14","23,495.0","23,575.0","23,255.0","23260.0","-395.0","1,010,200","23,635,336","18,200","116,500","6.40","-","-","23,445.00","23,566.80","25,128.53","25,458.10","22,337.23","1,233,700","2,162,292","2,312,092"
"2017/02/13","23,785.0","23,850.0","23,550.0","23655.0","+10.0","829,300","19,603,143","17,900","109,000","6.09","-","-","23,439.00","23,611.20","25,138.00","25,483.05","22,305.93","1,273,660","2,190,920","2,357,054"
"2017/02/10","23,650.0","23,730.0","23,355.0","23645.0","+240.0","1,319,100","31,084,557","30,100","102,300","3.40","-","-","23,455.00","23,627.00","25,158.40","25,502.75","22,269.75","1,426,440","2,215,488","2,427,272"
"2017/02/09","23,230.0","23,690.0","23,050.0","23405.0","+145.0","1,605,200","37,649,515","22,900","104,500","4.56","-","-","23,515.00","23,644.60","25,202.47","25,533.20","22,236.05","1,902,280","2,264,572","2,479,036"
"2017/02/08","23,330.0","23,425.0","22,905.0","23260.0","+30.0","1,404,700","32,495,402","16,300","108,900","6.68","-","-","23,338.00","23,687.60","25,238.13","25,575.40","22,203.40","1,906,140","2,257,868","2,471,988"
"2017/02/07","23,360.0","23,560.0","23,200.0","23230.0","-505.0","1,210,000","28,206,009","18,500","119,400","6.45","-","-","23,211.00","23,738.80","25,277.53","25,622.35","22,168.18","2,241,720","2,249,664","2,475,394"
"2017/02/06","24,000.0","24,160.0","23,570.0","23735.0","-210.0","1,593,200","37,910,727","17,200","107,800","6.27","-","-","23,189.00","23,785.80","25,313.60","25,637.00","22,133.65","2,269,760","2,245,076","2,488,532"
"2017/02/03","22,845.0","23,975.0","22,820.0","23945.0","+1,425.0","3,698,300","87,270,667","19,100","98,900","5.18","-","-","23,155.00","23,810.20","25,346.07","25,635.15","22,094.25","2,094,860","2,233,836","2,489,148"
"2017/02/02","22,815.0","22,965.0","22,450.0","22520.0","-105.0","1,624,500","36,923,316","19,400","129,300","6.66","-","-","23,064.00","23,834.60","25,374.47","25,627.85","22,053.50","1,522,400","2,178,532","2,469,785"
"2017/02/01","22,500.0","22,720.0","22,005.0","22625.0","-495.0","3,082,600","68,872,813","15,900","141,400","8.89","-","-","23,274.00","23,916.00","25,419.07","25,640.85","22,018.55","1,488,160","2,208,104","2,467,968"
"2017/01/31","23,230.0","23,510.0","23,100.0","23120.0","-445.0","1,350,200","31,431,197","33,600","122,700","3.65","-","-","23,468.00","23,954.80","25,467.87","25,648.90","21,980.90","1,110,260","2,219,224","2,447,949"
"2017/01/30","23,550.0","23,650.0","23,425.0","23565.0","+75.0","718,700","16,926,665","34,500","123,500","3.58","-","-","23,497.00","24,011.20","25,515.47","25,644.45","21,940.40","1,061,580","2,253,812","2,453,364"
"2017/01/27","23,630.0","23,630.0","23,405.0","23490.0","-80.0","836,000","19,660,666","34,200","125,700","3.68","-","-","23,486.00","24,061.20","25,552.80","25,630.75","21,899.43","1,159,500","2,387,368","2,469,205"
"2017/01/26","23,600.0","23,710.0","23,455.0","23570.0","-25.0","1,453,300","34,294,020","35,300","144,800","4.10","-","-","23,514.00","24,103.20","25,596.67","25,619.95","21,858.95","1,410,780","2,579,116","2,490,185"
"2017/01/25","23,500.0","23,655.0","23,280.0","23595.0","+330.0","1,193,100","28,019,623","46,700","146,700","3.14","-","-","23,560.00","24,216.60","25,631.33","25,601.15","21,821.10","1,841,700","2,735,240","2,499,005"
"2017/01/24","23,440.0","23,570.0","23,250.0","23265.0","-245.0","1,106,800","25,893,147","48,200","156,500","3.25","-","-","23,534.00","24,375.80","25,669.33","25,587.60","21,784.03","2,169,120","2,811,144","2,510,066"
"2017/01/23","23,520.0","23,700.0","23,280.0","23510.0","-120.0","1,208,300","28,396,738","49,400","152,900","3.10","-","-","23,598.00","24,564.20","25,713.87","25,578.80","21,751.70","2,590,220","2,838,312","2,524,582"
"2017/01/20","23,815.0","24,130.0","23,540.0","23630.0","-170.0","2,092,400","49,897,089","56,900","146,700","2.58","-","-","23,536.00","24,754.80","25,762.27","25,569.65","21,719.48","3,083,680","2,911,760","2,536,984"
"2017/01/19","23,285.0","24,095.0","23,050.0","23800.0","+335.0","3,607,900","85,115,738","66,600","134,200","2.02","-","-","23,560.00","24,985.60","25,808.93","25,562.25","21,685.40","4,183,040","2,975,300","2,542,756"
"2017/01/18","23,515.0","23,705.0","23,155.0","23465.0","-120.0","2,830,200","66,102,152","60,000","147,000","2.45","-","-","23,840.00","25,203.80","25,852.07","25,546.25","21,650.68","3,977,820","2,998,412","2,534,804"
"2017/01/17","22,945.0","23,795.0","22,945.0","23585.0","+385.0","3,212,300","75,352,724","48,500","152,300","3.14","-","-","24,176.00","25,394.20","25,894.87","25,540.55","21,615.10","4,056,660","2,943,728","2,521,213"
"2017/01/16","23,300.0","23,450.0","22,905.0","23200.0","-550.0","3,675,600","85,102,628","51,900","199,900","3.85","-","-","24,333.00","25,570.00","25,941.80","25,531.70","21,579.75","3,759,380","2,888,444","2,525,009"
"2017/01/13","24,900.0","25,085.0","23,620.0","23750.0","-1,450.0","7,589,200","184,765,008","87,800","162,300","1.85","-","-","24,503.00","25,756.60","25,992.40","25,516.90","21,540.08","3,312,960","2,809,392","2,535,502"
"2017/01/12","25,300.0","25,410.0","24,700.0","25200.0","+55.0","2,581,800","64,869,144","53,800","162,500","3.02","-","-","24,570.00","25,889.40","26,039.93","25,500.05","21,497.93","2,304,360","2,559,708","2,497,637"
"2017/01/11","24,650.0","25,350.0","24,580.0","25145.0","+775.0","3,224,400","80,695,433","59,600","124,800","2.09","-","-","24,426.00","25,963.20","26,064.80","25,468.05","21,451.40","2,075,520","2,550,052","2,532,210"
"2017/01/10","24,490.0","24,530.0","24,185.0","24370.0","+320.0","1,725,900","42,043,512","44,800","156,500","3.49","-","-","24,305.00","26,075.00","26,088.53","25,444.40","21,405.23","1,670,560","2,485,120","2,566,640"
"2017/01/06","24,000.0","24,215.0","23,920.0","24050.0","-35.0","1,443,500","34,703,798","49,000","166,500","3.40","-","-","24,312.00","26,211.20","26,107.00","25,429.20","21,362.88","1,544,440","2,488,052","2,613,142"
"2017/01/05","24,555.0","24,840.0","23,875.0","24085.0","-395.0","2,546,200","62,013,735","67,000","170,700","2.55","-","-","24,371.00","26,368.80","26,128.00","25,401.50","21,323.20","1,518,180","2,476,884","2,674,132"
"2017/01/04","24,540.0","24,545.0","24,330.0","24480.0","-60.0","1,437,600","35,189,914","57,300","149,500","2.61","-","-","24,465.00","26,524.20","26,162.73","25,367.80","21,283.28","1,472,080","2,441,776","2,703,072"
"2016/12/30","24,370.0","24,635.0","24,320.0","24540.0","+135.0","1,199,600","29,396,562","62,800","136,700","2.18","-","-","24,480.00","26,659.60","26,204.67","25,335.25","21,239.83","1,657,320","2,450,940","2,767,482"
"2016/12/29","24,200.0","24,420.0","24,115.0","24405.0","+60.0","1,095,300","26,562,744","70,900","156,400","2.21","-","-","24,291.00","26,783.40","26,250.20","25,300.50","21,196.25","2,089,520","2,511,428","2,932,026"
"2016/12/28","24,415.0","24,585.0","24,225.0","24345.0","-210.0","1,312,200","32,000,952","78,400","154,800","1.97","-","-","24,316.00","26,921.40","26,254.07","25,266.50","21,153.25","2,313,440","2,556,820","2,987,342"
"2016/12/27","24,710.0","24,820.0","24,060.0","24555.0","0.0","2,315,700","56,462,518","69,100","167,400","2.42","-","-","24,410.00","27,053.60","26,243.47","25,232.70","21,114.85","2,862,520","2,621,164","2,991,020"
"2016/12/26","23,860.0","24,735.0","23,800.0","24555.0","+960.0","2,363,800","57,704,436","75,400","144,600","1.92","-","-","24,407.00","27,144.00","26,225.60","25,202.20","21,075.08","3,525,320","2,634,308","3,000,904"
"2016/12/22","24,110.0","24,430.0","23,505.0","23595.0","-935.0","3,360,600","80,194,003","76,900","157,300","2.05","-","-","24,777.00","27,203.80","26,215.80","25,167.45","21,032.00","4,123,840","2,614,288","3,045,088"
"2016/12/21","25,000.0","25,110.0","24,455.0","24530.0","-285.0","2,214,900","54,653,353","69,300","167,500","2.42","-","-","25,573.00","27,282.00","26,213.60","25,154.55","20,990.98","4,069,860","2,608,552","3,037,642"
"2016/12/20","24,515.0","25,135.0","24,400.0","24815.0","+275.0","4,057,600","100,797,061","84,600","156,900","1.85","-","-","26,262.00","27,295.20","26,188.87","25,145.15","20,947.40","3,984,080","2,565,680","3,030,982"
"2016/12/19","25,000.0","25,430.0","24,340.0","24540.0","-1,865.0","5,629,700","140,226,777","77,400","184,600","2.39","-","-","26,954.00","27,296.20","26,153.93","25,129.20","20,903.18","3,781,460","2,469,808","2,993,720"
"2016/12/16","27,300.0","27,310.0","26,030.0","26405.0","-1,170.0","5,356,400","141,657,430","73,100","152,200","2.08","-","-","27,926.00","27,278.60","26,125.53","25,166.00","20,861.60","3,391,700","2,298,084","2,944,025"
"2016/12/15","28,200.0","28,320.0","27,320.0","27575.0","-400.0","3,090,700","85,802,686","73,400","128,400","1.75","-","-","28,496.00","27,198.80","26,062.67","25,181.95","20,810.03","3,157,560","2,180,908","2,896,829"
"2016/12/14","28,275.0","28,320.0","27,880.0","27975.0","-300.0","1,786,000","50,090,177","77,400","102,200","1.32","-","-","28,626.00","27,012.40","25,991.53","25,183.85","20,753.70","2,832,040","2,226,636","2,875,650"
"2016/12/13","29,170.0","29,230.0","28,115.0","28275.0","-1,125.0","3,044,500","86,703,200","81,400","131,300","1.61","-","-","28,627.00","26,870.20","25,917.00","25,221.80","20,696.30","2,840,880","2,196,452","2,884,405"
"2016/12/12","29,900.0","30,180.0","28,900.0","29400.0","+145.0","3,680,900","109,205,256","80,200","110,300","1.38","-","-","28,545.00","26,720.60","25,841.27","25,216.85","20,635.08","2,571,840","2,123,948","2,884,313"
